"","TIME_STAMP","WIND_SPEED","WIND_DIR","POWER","DAY","MONTH","YEAR","MIN_TIME","HOUR_TIME","WIND_MOV","SPD_MOV"
"4018","2011-04-25",4.35333333333333,22,75.0333333333333,25,4,2011,120,200,0.415166666666666,-0.037
"4024","2011-04-25",5.00166666666667,23,121.5,25,4,2011,180,300,0.458833333333334,0.004
"4030","2011-04-25",6.15,24,228.95,25,4,2011,240,400,0.591666666666667,0.058
"4036","2011-04-25",5.92666666666667,23,208.966666666667,25,4,2011,300,500,0.8965,-0.0569999999999999
"4042","2011-04-25",3.895,32,43.5,25,4,2011,360,600,1.34166666666667,-0.237
"4048","2011-04-25",3.086,31,17.32,25,4,2011,420,700,0.464000000000001,-0.053
"4053","2011-04-25",4.78333333333333,25,103,25,4,2011,510,830,0.553866666666667,0.0428
"4056","2011-04-25",4.54833333333333,25,87.2,25,4,2011,540,900,0.29,-0.0180000000000001
"4062","2011-04-25",4.345,24,76.15,25,4,2011,600,1000,0.269166666666668,0.023
"4068","2011-04-25",4.08166666666667,25,61.8833333333333,25,4,2011,660,1100,0.435,0.05
"4074","2011-04-25",4.17333333333333,24,63.8,25,4,2011,720,1200,0.268333333333334,0.00800000000000001
"4080","2011-04-25",3.95666666666667,23,53.9,25,4,2011,780,1300,0.596833333333333,0.00800000000000001
"4086","2011-04-25",4.64333333333333,21,93.3166666666667,25,4,2011,840,1400,0.434833333333333,-0.019
"4092","2011-04-25",4.965,19,117.183333333333,25,4,2011,900,1500,0.303833333333334,0.0260000000000001
"4098","2011-04-25",6.09666666666667,19,227.883333333333,25,4,2011,960,1600,0.0938333333333332,0.047
"4104","2011-04-25",6.81166666666667,21,323.433333333333,25,4,2011,1260,2100,0.189333333333333,-0.0279999999999999
"4110","2011-04-25",6.82666666666667,22,310.466666666667,25,4,2011,1320,2200,0.457333333333332,-0.024
"4116","2011-04-25",6.65,22,290.483333333333,25,4,2011,1380,2300,0.192833333333332,-0.0140000000000001
"4122","2011-04-26",5.87833333333333,22,200.216666666667,26,4,2011,0,0,0.481833333333333,0.0130000000000001
"4128","2011-04-26",6.03666666666667,23,221.016666666667,26,4,2011,60,100,0.351666666666667,0.023
"4134","2011-04-26",6.19,23,227.766666666667,26,4,2011,120,200,0.427833333333334,0.036
"4140","2011-04-26",5.96,23,205.283333333333,26,4,2011,180,300,0.672666666666666,-0.044
"4146","2011-04-26",4.264,25,78.92,26,4,2011,240,400,1.4924,-0.076
"4151","2011-04-26",3.115,35,13.25,26,4,2011,300,500,0.999500000000001,0.084
"4153","2011-04-26",3.606,31,36.3,26,4,2011,370,610,0.8163,0.00666666666666667
"4158","2011-04-26",3.105,26,10.4,26,4,2011,460,740,0.8076,0.0024
"4160","2011-04-26",4.99166666666667,25,132.45,26,4,2011,480,800,0.636999999999999,0.049
"4166","2011-04-26",5.53666666666667,25,166.083333333333,26,4,2011,540,900,0.284166666666667,0.000999999999999979
"4172","2011-04-26",5.31333333333333,25,149.15,26,4,2011,600,1000,0.521333333333334,-0.0159999999999999
"4178","2011-04-26",4.76666666666667,24,104,26,4,2011,660,1100,0.290166666666667,0.00499999999999998
"4184","2011-04-26",4.43833333333333,24,79.05,26,4,2011,720,1200,0.289166666666667,-0.0180000000000001
"4190","2011-04-26",4.17833333333333,23,64.9833333333333,26,4,2011,780,1300,0.6925,-0.00299999999999998
"4196","2011-04-26",5.04333333333333,19,125.4,26,4,2011,840,1400,0.388,0.019
"4202","2011-04-26",5.68833333333333,20,176.866666666667,26,4,2011,900,1500,0.229000000000001,0.026
"4208","2011-04-26",6.2,19,234.7,26,4,2011,960,1600,0.271333333333333,0.035
"4214","2011-04-26",6.06,19,219.283333333333,26,4,2011,1020,1700,0.283666666666667,-0.06
"4220","2011-04-26",5.83666666666667,20,197.25,26,4,2011,1080,1800,0.267833333333334,0.029
"4226","2011-04-26",5.116,20,125.42,26,4,2011,1150,1910,0.6579,-0.00899999999999999
"4231","2011-04-26",5.08,20,123.583333333333,26,4,2011,1200,2000,0.3605,-0.0109999999999999
"4237","2011-04-26",4.71833333333333,20,95.2,26,4,2011,1260,2100,0.269666666666667,0.012
"4243","2011-04-26",4.16166666666667,20,63.6333333333333,26,4,2011,1320,2200,0.356,-0.00499999999999998
"4249","2011-04-26",3.91833333333333,21,48.7,26,4,2011,1380,2300,0.265,-0.024
"4255","2011-04-27",3.76333333333333,21,43.5,27,4,2011,0,0,0.2775,-0.016
"4261","2011-04-27",3.55666666666667,22,34.3333333333333,27,4,2011,60,100,0.394833333333333,-0.083
"4267","2011-04-27",3.58166666666667,23,35.6333333333333,27,4,2011,120,200,0.462833333333334,-0.025
"4273","2011-04-27",4.05,23,57.725,27,4,2011,180,300,0.24,0.05
"4277","2011-04-27",3.684,24,40.56,27,4,2011,310,510,0.5948,-0.02
"4282","2011-04-27",3.71,25,44.7,27,4,2011,360,600,0.635,-0.00699999999999994
"4285","2011-04-27",2.6,23,2.1,27,4,2011,530,850,0.149133333333333,-0.00353333333333333
"4286","2011-04-27",4.51333333333333,21,86.35,27,4,2011,540,900,0.416833333333334,0.105
"4292","2011-04-27",4.50333333333333,21,87.0166666666667,27,4,2011,600,1000,0.3845,-0.031
"4298","2011-04-27",4.58,21,87.8666666666667,27,4,2011,660,1100,0.348333333333334,0.0149999999999999
"4304","2011-04-27",4.475,21,81.6333333333333,27,4,2011,720,1200,0.351833333333333,-0.068
"4310","2011-04-27",3.932,22,50.26,27,4,2011,780,1300,0.268400000000001,-0.108
"4315","2011-04-27",4.32166666666667,22,73.65,27,4,2011,840,1400,0.171666666666667,0.063
"4321","2011-04-27",4.93333333333333,21,110.033333333333,27,4,2011,900,1500,0.5025,0
"4327","2011-04-27",4.96333333333333,21,116.366666666667,27,4,2011,960,1600,0.4985,0.004
"4333","2011-04-27",5.61166666666667,19,172.583333333333,27,4,2011,1020,1700,0.519833333333332,0.0239999999999999
"4339","2011-04-27",5.38333333333333,20,143.733333333333,27,4,2011,1080,1800,0.460166666666667,-0.004
"4345","2011-04-27",4.625,21,91.7333333333333,27,4,2011,1140,1900,0.242499999999999,-0.004
"4351","2011-04-27",3.435,20,29.65,27,4,2011,1200,2000,0.737833333333333,-0.036
"4357","2011-04-27",3.34833333333333,21,25.85,27,4,2011,1260,2100,0.517166666666667,0.00300000000000002
"4363","2011-04-27",3.63333333333333,22,40.1333333333333,27,4,2011,1320,2200,0.409799086757991,-0.071
"4366","2011-04-29",4.80833333333333,22,102.2,29,4,2011,1380,2300,0.183,0.093
"4372","2011-04-30",4.01333333333333,22,52.5666666666667,30,4,2011,0,0,0.240000000000001,-0.024
"4378","2011-04-30",3.72666666666667,22,46.9166666666667,30,4,2011,60,100,1.54166666666667,-0.09
"4384","2011-04-30",5.282,28,175.18,30,4,2011,130,210,1.0178,0.0645
"4389","2011-04-30",4.8675,25,121.825,30,4,2011,180,300,1.2065,-0.09
"4393","2011-04-30",2.92,21,6,30,4,2011,290,450,0.45225,-0.022625
"4394","2011-04-30",3.9575,21,58.375,30,4,2011,300,500,0.171749999999999,0.128
"4398","2011-04-30",4.3175,21,85,30,4,2011,420,700,0.605722222222222,0.00222222222222222
"4402","2011-04-30",3.55333333333333,19,33.8666666666667,30,4,2011,690,1130,0.107180555555556,-0.003
"4405","2011-04-30",3.99666666666667,20,56.4333333333333,30,4,2011,720,1200,0.4365,-0.017
"4411","2011-04-30",4.62833333333333,21,94.9833333333333,30,4,2011,780,1300,0.2625,0.035
"4417","2011-04-30",5.32666666666667,20,148.316666666667,30,4,2011,840,1400,0.3345,0.033
"4423","2011-04-30",6.56,20,286.933333333333,30,4,2011,900,1500,0.3845,0.0109999999999999
"4429","2011-04-30",6.335,21,259.666666666667,30,4,2011,960,1600,0.385833333333334,-0.004
"4435","2011-04-30",5.055,22,137.033333333333,30,4,2011,1020,1700,0.353166666666667,-0.004
"4441","2011-04-30",4.845,24,105.883333333333,30,4,2011,1080,1800,0.394166666666667,0.0350000000000001
"4447","2011-04-30",6.885,24,327.95,30,4,2011,1140,1900,0.213333333333334,0.0439999999999999
"4453","2011-04-30",6.85,26,324.85,30,4,2011,1200,2000,0.35,-0.00700000000000003
"4459","2011-04-30",4.14,27,95.65,30,4,2011,1260,2100,0.168500000000002,-0.084
"4461","2011-04-30",3.99,35,53.9833333333333,30,4,2011,1320,2200,1.4919,0.022
"4467","2011-04-30",3.67666666666667,36,37.2333333333333,30,4,2011,1380,2300,1.0975,-0.112
"4473","2011-05-01",2.89333333333333,3,8.66666666666667,1,5,2011,20,20,1.06977777777778,0.0146666666666667
"4476","2011-05-01",6.46833333333333,12,353.233333333333,1,5,2011,660,1100,0.633293010752688,0.000870967741935484
"4482","2011-05-01",8.61,12,680.2,1,5,2011,720,1200,0.462,0.0219999999999999
"4483","2011-05-01",6.725,13,318.45,1,5,2011,820,1340,0.16785,-0.0176
"4485","2011-05-01",6.18,12,231.85,1,5,2011,840,1400,0.360333333333333,0.019
"4491","2011-05-01",4.43833333333333,15,76.3833333333333,1,5,2011,900,1500,0.569,-0.0779999999999999
"4497","2011-05-01",3.665,15,37.5666666666667,1,5,2011,960,1600,0.5565,0
"4503","2011-05-01",2.76666666666667,15,9.53333333333333,1,5,2011,1020,1700,0.615666666666667,-0.033
"4506","2011-05-01",4.2125,32,57.275,1,5,2011,1160,1920,0.674895833333332,0.0159166666666667
"4510","2011-05-01",3.395,32,23.25,1,5,2011,1200,2000,1.15575,-0.01
"4514","2011-05-01",4.4075,7,74.875,1,5,2011,1260,2100,1.43858333333333,0.0763333333333333
"4518","2011-05-01",4.04,4,45.1,1,5,2011,1370,2250,0.885,0.014
"4519","2011-05-01",3.68166666666667,3,36.8833333333333,1,5,2011,1380,2300,0.762000000000003,-0.026
"4525","2011-05-02",2.9375,4,11.025,2,5,2011,0,0,0.6365,-0.018
"4529","2011-05-02",3.31,2,22.05,2,5,2011,100,140,1.11514285714286,0.00342857142857143
"4531","2011-05-02",3.595,34,35.5166666666667,2,5,2011,120,200,0.583666666666667,-0.014
"4537","2011-05-02",3.465,34,25.4,2,5,2011,180,300,0.796999999999999,0.014
"4539","2011-05-02",2.9,36,4,2,5,2011,260,420,0.0887142857142854,-0.001
"4540","2011-05-02",3.925,20,52.3,2,5,2011,810,1330,2.4074,0.0314
"4542","2011-05-02",3.89166666666667,19,51.1833333333333,2,5,2011,840,1400,0.3285,-0.023
"4548","2011-05-02",3.71833333333333,19,40.9833333333333,2,5,2011,900,1500,0.43933333333333,0.058
"4554","2011-05-02",3.82,18,45.5166666666667,2,5,2011,960,1600,0.269000000000002,-0.01
"4560","2011-05-02",4.09333333333333,18,55.1333333333333,2,5,2011,1020,1700,0.467500000000003,0.048
"4566","2011-05-02",3.415,19,26.4,2,5,2011,1080,1800,0.213999999999998,-0.038
"4568","2011-05-03",4.09,37,56.6,3,5,2011,30,30,0.186868421052634,0.000842105263157894
"4571","2011-05-03",3.74333333333333,36,44.6,3,5,2011,60,100,0.247333333333332,-0.13
"4577","2011-05-03",3.265,35,23.45,3,5,2011,120,200,0.386666666666667,-0.057
"4583","2011-05-03",2.98,35,13.1,3,5,2011,180,300,0.727666666666669,-0.034
"4586","2011-05-03",3.22833333333333,34,21.6333333333333,3,5,2011,360,600,0.478104166666666,0.00125
"4592","2011-05-03",3.08666666666667,34,21,3,5,2011,420,700,0.704666666666669,0.079
"4595","2011-05-03",3.37,13,34.8333333333333,3,5,2011,560,920,1.93183333333333,-0.00033333333333333
"4598","2011-05-03",3.55,8,48.275,3,5,2011,600,1000,1.193,-0.00800000000000001
"4602","2011-05-03",3.995,9,56.25,3,5,2011,660,1100,0.182833333333333,0.0646666666666667
"4604","2011-05-03",3.88,18,46.78,3,5,2011,730,1210,0.453733333333334,0.000166666666666663
"4609","2011-05-03",3.73333333333333,18,42.4666666666667,3,5,2011,780,1300,0.309333333333334,-0.00300000000000002
"4615","2011-05-03",4.725,18,100.683333333333,3,5,2011,840,1400,0.3315,0.057
"4621","2011-05-03",6.02333333333333,18,201.3,3,5,2011,900,1500,0.275666666666667,-0.00500000000000007
"4627","2011-05-03",6.51166666666667,17,265.35,3,5,2011,960,1600,0.298,0.03
"4633","2011-05-03",5.445,18,151.25,3,5,2011,1020,1700,0.33,-0.059
"4639","2011-05-03",4.405,20,71.5333333333333,3,5,2011,1080,1800,0.577333333333333,-0.084
"4645","2011-05-03",3.22333333333333,22,24.2333333333333,3,5,2011,1140,1900,0.560333333333333,-0.07
"4648","2011-05-03",4.862,34,99.9,3,5,2011,1270,2110,0.508527272727273,0.00972727272727273
"4653","2011-05-03",3.94166666666667,34,47.35,3,5,2011,1320,2200,0.926333333333334,-0.064
"4659","2011-05-03",4.28166666666667,37,69.1166666666667,3,5,2011,1380,2300,0.663166666666668,-0.00599999999999996
"4665","2011-05-04",3.70166666666667,35,37.3833333333333,4,5,2011,0,0,0.642833333333334,0.011
"4671","2011-05-04",2.9,2,9.13333333333333,4,5,2011,60,100,0.522666666666665,-0.024
"4674","2011-05-04",3.84,1,41,4,5,2011,350,550,0.0133703703703704,0.0047037037037037
"4675","2011-05-04",4.10833333333333,2,61.3166666666667,4,5,2011,360,600,1.34066666666667,0.066
"4681","2011-05-04",4.244,34,99.3,4,5,2011,430,710,2.325,-0.00799999999999998
"4686","2011-05-04",3.5925,23,48.225,4,5,2011,480,800,1.444,-0.103
"4690","2011-05-04",3.51,20,24.2,4,5,2011,770,1250,0.0304615384615384,0.00330769230769231
"4691","2011-05-04",3.1,19,20.9666666666667,4,5,2011,780,1300,1.00833333333333,0.00600000000000001
"4694","2011-05-04",5.69666666666667,32,227.066666666667,4,5,2011,870,1430,1.32452380952381,0.0504285714285714
"4697","2011-05-04",5.50833333333333,36,191.183333333333,4,5,2011,900,1500,0.909999999999999,0.048
"4703","2011-05-04",4.254,36,93.5,4,5,2011,960,1600,1.127,0.049
"4708","2011-05-04",4.024,32,54.52,4,5,2011,1150,1910,0.673013333333334,-0.00533333333333333
"4713","2011-05-04",4.38666666666667,33,66.1166666666667,4,5,2011,1200,2000,0.819999999999999,0.041
"4719","2011-05-04",4.27166666666667,33,63.0666666666667,4,5,2011,1260,2100,0.524833333333333,-0.00499999999999998
"4725","2011-05-04",4.27,34,61.1666666666667,4,5,2011,1320,2200,0.441499999999998,-0.012
"4731","2011-05-04",3.52666666666667,34,31.0833333333333,4,5,2011,1380,2300,0.726500000000001,0.00300000000000002
"4737","2011-05-05",2.17,3,4.7,5,5,2011,510,830,0.0749038461538461,-0.00148076923076923
"4738","2011-05-05",3.115,20,16.6,5,5,2011,760,1240,0.7119,0.004
"4740","2011-05-05",3.105,19,17.3833333333333,5,5,2011,780,1300,0.414,0.024
"4746","2011-05-05",3.92166666666667,21,55.5333333333333,5,5,2011,840,1400,2.06283333333333,0.08
"4752","2011-05-05",5.305,32,187.75,5,5,2011,900,1500,0.9935,0.244
"4758","2011-05-05",3.425,33,37.3,5,5,2011,960,1600,1.075,-0.082
"4760","2011-05-05",3.01,36,2.9,5,5,2011,1020,1700,0.8164,0.00399999999999999
"4761","2011-05-05",2.74,32,0.4,5,5,2011,1170,1930,0.282333333333333,-0.0018
"4762","2011-05-05",3.12,31,12.82,5,5,2011,1210,2010,1.04535,0.00275
"4767","2011-05-05",3.12666666666667,32,18.2,5,5,2011,1260,2100,0.744,0.023
"4770","2011-05-06",6.02,35,317.14,6,5,2011,370,610,0.955026415094341,0.00069811320754717
"4775","2011-05-06",8.26833333333333,3,546.4,6,5,2011,420,700,0.620666666666669,0.035
"4781","2011-05-06",3.856,5,54.66,6,5,2011,480,800,0.3983,-0.123
"4786","2011-05-06",3.82333333333333,4,56.2833333333333,6,5,2011,540,900,0.403166666666666,-0.049
"4792","2011-05-06",4.05666666666667,3,68.2333333333333,6,5,2011,600,1000,1.163,-0.0359999999999999
"4795","2011-05-06",3.09666666666667,2,15.4666666666667,6,5,2011,690,1130,0.994095238095238,-0.00385714285714286
"4798","2011-05-06",3.292,2,32.76,6,5,2011,720,1200,1.1772,0.078
"4803","2011-05-06",3.21666666666667,3,27.9333333333333,6,5,2011,780,1300,4.395,0.0885
"4806","2011-05-06",3.38,7,26.2,6,5,2011,890,1450,1.00988888888889,0.00855555555555556
"4807","2011-05-06",3.52,7,35.1,6,5,2011,900,1500,3.4435,0.018
"4812","2011-05-06",3.67833333333333,8,43.3833333333333,6,5,2011,960,1600,0.345666666666667,-0.00899999999999999
"4818","2011-05-06",3.595,6,36.075,6,5,2011,1020,1700,0.32925,-0.08
"4822","2011-05-06",4.64833333333333,5,91.4333333333333,6,5,2011,1080,1800,0.459,0.00299999999999994
"4828","2011-05-06",5.89333333333333,4,209.55,6,5,2011,1140,1900,0.303666666666667,0.035
"4834","2011-05-06",4.31666666666667,4,70.8666666666667,6,5,2011,1200,2000,0.392666666666667,-0.026
"4840","2011-05-06",4.93833333333333,5,110.233333333333,6,5,2011,1260,2100,0.601666666666667,0.018
"4846","2011-05-06",5.21666666666667,5,131.116666666667,6,5,2011,1320,2200,0.237333333333333,0.055
"4852","2011-05-06",4.74,6,91.3666666666667,6,5,2011,1380,2300,0.395,0.02
"4858","2011-05-07",4.51666666666667,6,79.2333333333333,7,5,2011,0,0,0.3995,0.011
"4864","2011-05-07",5.25833333333333,4,143.75,7,5,2011,60,100,0.411333333333333,0.0119999999999999
"4870","2011-05-07",4.445,3,56.2,7,5,2011,120,200,0.4495,0.00699999999999994
"4872","2011-05-07",3.11,34,16.3,7,5,2011,470,750,0.166911764705882,-0.00261764705882353
"4873","2011-05-07",3.368,4,28.5,7,5,2011,480,800,1.6707,0.039
"4878","2011-05-07",3.8575,5,57.525,7,5,2011,540,900,0.390499999999997,0.082
"4882","2011-05-07",3.73,21,42.88,7,5,2011,670,1110,0.87846,-0.000899999999999999
"4887","2011-05-07",3.82333333333333,20,48.7833333333333,7,5,2011,720,1200,0.292166666666666,-0.044
"4893","2011-05-07",3.32666666666667,19,26.7166666666667,7,5,2011,780,1300,0.499499999999999,-0.039
"4899","2011-05-07",3.82666666666667,18,44.1,7,5,2011,840,1400,0.423833333333333,0.018
"4905","2011-05-07",3.14666666666667,17,18.8666666666667,7,5,2011,900,1500,0.442666666666668,-0.034
"4908","2011-05-07",3.305,24,24.8,7,5,2011,1040,1720,0.802875,0.00458333333333334
"4910","2011-05-07",4.15,2,57.3666666666667,7,5,2011,1320,2200,0.393296296296296,0.0047037037037037
"4916","2011-05-07",6.40166666666667,2,298.4,7,5,2011,1380,2300,0.451333333333333,0.025
"4922","2011-05-08",5.05166666666667,2,123.566666666667,8,5,2011,0,0,0.169,0.1
"4928","2011-05-08",3.4175,3,28.125,8,5,2011,60,100,0.582666666666666,-0.058
"4932","2011-05-08",4.16166666666667,3,68.1,8,5,2011,120,200,0.551166666666666,0.084
"4938","2011-05-08",3.32,2,23,8,5,2011,180,300,0.0189999999999998,-0.01
"4939","2011-05-08",2.5,33,1.5,8,5,2011,350,550,0.279823529411765,-0.0048235294117647
"4940","2011-05-08",3.085,34,18.25,8,5,2011,360,600,0.791166666666666,0.141
"4946","2011-05-08",3.735,32,30.175,8,5,2011,440,720,0.774916666666668,0.04
"4950","2011-05-08",2.805,31,4.55,8,5,2011,480,800,0.615499999999998,-0.075
"4952","2011-05-08",2.775,31,7.35,8,5,2011,540,900,0.3622,0.00140000000000001
"4954","2011-05-08",3.276,26,25.92,8,5,2011,600,1000,0.596400000000001,0.026
"4959","2011-05-08",2.13,32,7,8,5,2011,660,1100,1.9375,-0.0405
"4960","2011-05-08",3.76,16,17.9,8,5,2011,830,1350,0.93064705882353,0.00958823529411765
"4961","2011-05-08",4.09333333333333,17,56.3333333333333,8,5,2011,840,1400,0.419166666666667,-0.00599999999999996
"4967","2011-05-08",3.79666666666667,17,43.2833333333333,8,5,2011,900,1500,0.4595,0.012
"4973","2011-05-08",3.292,18,24.56,8,5,2011,960,1600,0.496200000000001,0.074
"4978","2011-05-09",3.37,33,21.625,9,5,2011,140,220,0.389340517241379,-8.62068965517246e-05
"4982","2011-05-09",3.49,34,25.775,9,5,2011,180,300,0.694500000000002,0.012
"4986","2011-05-09",3.44333333333333,33,29.5333333333333,9,5,2011,270,430,0.558444444444444,-0.00533333333333334
"4989","2011-05-09",3.935,31,45.4166666666667,9,5,2011,300,500,0.853333333333333,-0.087
"4995","2011-05-09",4.785,30,82.0166666666667,9,5,2011,360,600,0.3835,-0.00999999999999996
"5001","2011-05-09",3.525,31,27.125,9,5,2011,420,700,0.74275,-0.1
"5005","2011-05-09",3.01666666666667,27,13.6666666666667,9,5,2011,510,830,0.611777766666667,0.002166667
"5008","2011-05-09",3.20666666666667,26,22.7,9,5,2011,540,900,0.437666666666667,0.032
"5011","2011-05-09",3.75333333333333,21,38.1,9,5,2011,750,1230,0.83,0.004631579
"5014","2011-05-09",3.41166666666667,17,27.1666666666667,9,5,2011,780,1300,0.512166666666667,-0.025
"5020","2011-05-09",3.5,17,28.8333333333333,9,5,2011,840,1400,0.507166666666667,0.036
"5026","2011-05-09",4.1975,15,78.5,9,5,2011,900,1500,1.78125,0.055
"5030","2011-05-09",4.192,14,59.46,9,5,2011,970,1610,0.44395,0.01975
"5035","2011-05-09",3.43,13,30.4,9,5,2011,1020,1700,1.65266666666667,-0.086
"5038","2011-05-09",6.86,4,362.683333333333,9,5,2011,1080,1800,2.064,0.109
"5044","2011-05-09",5.30833333333333,8,196.616666666667,9,5,2011,1140,1900,1.5075,-0.035
"5050","2011-05-09",5.225,2,134.433333333333,9,5,2011,1200,2000,1.05166666666667,0.173
"5056","2011-05-09",5.62,2,178.45,9,5,2011,1260,2100,0.434166666666667,0.035
"5062","2011-05-09",4.89,2,107.866666666667,9,5,2011,1320,2200,0.732666666666667,0.021
"5068","2011-05-09",3.90333333333333,5,44.8166666666667,9,5,2011,1380,2300,0.408666666666667,0.005
"5074","2011-05-10",2.994,5,14,10,5,2011,0,0,0.7451,-0.016
"5079","2011-05-10",3.1975,6,18.45,10,5,2011,70,110,0.58175,0.019
"5083","2011-05-10",3.28,5,10.9,10,5,2011,170,250,0.05842857,0.007142857
"5084","2011-05-10",3.4075,6,26.425,10,5,2011,180,300,0.37675,0.088
"5088","2011-05-10",4.87,2,7.9,10,5,2011,710,1150,0.0705,0.00472
"5089","2011-05-10",4.93,37,151.033333333333,10,5,2011,720,1200,0.751666666666667,0.122
"5092","2011-05-10",3.3675,34,30.25,10,5,2011,800,1320,1.040333325,0.0065
"5096","2011-05-10",4.96166666666667,4,116.383333333333,10,5,2011,840,1400,1.2035,0.163
"5102","2011-05-10",4.1875,5,86.25,10,5,2011,900,1500,0.73,0.02
"5106","2011-05-10",3.86333333333333,36,45.2666666666667,10,5,2011,990,1630,0.373222233333333,0.0065
"5109","2011-05-10",4.32333333333333,36,71.3166666666667,10,5,2011,1020,1700,0.567666666666667,0.004
"5115","2011-05-10",3.0575,35,14.075,10,5,2011,1080,1800,0.67625,-0.024
"5119","2011-05-10",3.68,33,38.1,10,5,2011,1180,1940,0.3047857,0.005857143
"5121","2011-05-10",4.10333333333333,34,54.5333333333333,10,5,2011,1200,2000,0.599166666666667,0.032
"5127","2011-05-10",3.2725,36,23.775,10,5,2011,1260,2100,0.6535,0.053
"5131","2011-05-10",3.37,3,26.9666666666667,10,5,2011,1350,2230,0.8763889,0.002666667
"5134","2011-05-10",2.6,2,3.2,10,5,2011,1380,2300,0.926,-0.11
"5135","2011-05-11",3.25,1,19,11,5,2011,230,350,0.01558621,0.002241379
"5136","2011-05-11",3.35333333333333,2,27.2333333333333,11,5,2011,240,400,0.713666666666667,0.06
"5139","2011-05-11",2.74,20,8.8,11,5,2011,740,1220,0.3379375,0.0002708333
"5140","2011-05-11",4.03666666666667,4,25.6666666666667,11,5,2011,810,1330,3.33471433333333,0.03928571
"5143","2011-05-11",5.645,1,197,11,5,2011,880,1440,0.6038,0.0436
"5145","2011-05-11",5.31666666666667,1,162.35,11,5,2011,900,1500,0.607333333333333,0.004
"5151","2011-05-11",4.09666666666667,36,65.7666666666667,11,5,2011,960,1600,0.5445,-0.115
"5157","2011-05-11",3.75333333333333,35,45.2666666666667,11,5,2011,1020,1700,0.318,-0.025
"5163","2011-05-11",4.75666666666667,34,100.183333333333,11,5,2011,1080,1800,0.522166666666667,0.053
"5169","2011-05-11",4.86333333333333,35,99.7166666666667,11,5,2011,1140,1900,0.314333333333333,-0.06
"5175","2011-05-11",4.495,35,74.3,11,5,2011,1200,2000,0.252833333333333,-0.03
"5181","2011-05-11",3.78,36,41.9,11,5,2011,1260,2100,0.9165,-0.041
"5187","2011-05-11",4.915,5,133.083333333333,11,5,2011,1320,2200,0.874666666666667,-0.052
"5193","2011-05-11",5.08166666666667,5,134.983333333333,11,5,2011,1380,2300,0.444,0.015
"5199","2011-05-12",4.785,4,109.9,12,5,2011,0,0,0.331333333333333,0.027
"5205","2011-05-12",4.36,4,71.9166666666667,12,5,2011,60,100,0.805166666666667,-0.016
"5211","2011-05-12",5.19333333333333,5,144.483333333333,12,5,2011,120,200,0.5525,0.062
"5217","2011-05-12",5.22833333333333,4,140.533333333333,12,5,2011,180,300,0.2255,0.012
"5223","2011-05-12",5.65666666666667,6,186.466666666667,12,5,2011,240,400,0.517333333333333,-0.018
"5229","2011-05-12",4.625,5,93.9,12,5,2011,300,500,0.451666666666667,-0.134
"5235","2011-05-12",4.58333333333333,3,87.8166666666667,12,5,2011,360,600,0.451166666666667,0.016
"5241","2011-05-12",3.08666666666667,2,18.3,12,5,2011,420,700,0.557,-0.065
"5244","2011-05-12",2.7,20,0.4,12,5,2011,760,1240,0.534625,0.00034375
"5245","2011-05-12",3.415,1,17.65,12,5,2011,850,1410,1.623222,0.01255556
"5247","2011-05-12",3.435,35,28.05,12,5,2011,920,1520,0.90825,0.003
"5251","2011-05-12",4.08833333333333,30,62.9833333333333,12,5,2011,960,1600,0.479333333333333,-0.018
"5257","2011-05-12",4.80166666666667,31,87.25,12,5,2011,1020,1700,0.605,-0.02
"5263","2011-05-12",4.585,31,80.1333333333333,12,5,2011,1080,1800,0.586833333333333,-0.03
"5269","2011-05-12",5.485,30,158.966666666667,12,5,2011,1140,1900,0.43,0.052
"5275","2011-05-12",6.08,31,221.45,12,5,2011,1200,2000,0.169,0.029
"5281","2011-05-12",4.108,32,65.1,12,5,2011,1260,2100,0.2716,-0.063
"5286","2011-05-12",4.665,32,93.7833333333333,12,5,2011,1320,2200,0.31675,0.0095
"5292","2011-05-12",5.87666666666667,33,176.25,12,5,2011,1380,2300,0.319,-0.003
"5298","2011-05-13",4.93666666666667,34,104.016666666667,13,5,2011,0,0,0.5365,-0.004
"5304","2011-05-13",4.22,33,59.9,13,5,2011,60,100,0.825,-0.011
"5305","2011-05-13",3.58,37,36.9,13,5,2011,350,550,0.483,0.063
"5306","2011-05-13",3.72333333333333,2,41.9666666666667,13,5,2011,360,600,0.3655,0.023
"5312","2011-05-13",3.00666666666667,2,18.0333333333333,13,5,2011,440,720,0.938,0.01233333
"5315","2011-05-13",3.02,1,8,13,5,2011,510,830,0.3508,0.0044
"5316","2011-05-13",3.12,3,6.3,13,5,2011,550,910,0.40675,0.0025
"5317","2011-05-13",3.36,24,23.7,13,5,2011,690,1130,1.043357,0.001714286
"5318","2011-05-13",3.35333333333333,22,24.8166666666667,13,5,2011,720,1200,0.45355555,-0.016
"5324","2011-05-13",3.93666666666667,21,47.1333333333333,13,5,2011,780,1300,0.371833333333333,0.033
"5330","2011-05-13",3.56166666666667,19,32.8666666666667,13,5,2011,840,1400,0.4945,-0.002
"5336","2011-05-13",3.15333333333333,22,19.1666666666667,13,5,2011,900,1500,0.431666666666667,-0.037
"5339","2011-05-13",3.41,26,25.7,13,5,2011,1070,1750,0.3319333,0.006333333
